TRBAIKM12903CBCF21	Colin James	Better Days	Blues|Rock	0|0.55973776513	31|0.110001465435	1|0.0972529972623	2|0.0957231792682	7|0.0420931358262	39|0.0415057225948	45|0.0137161399821	5|0.00269467524409	48|0.00255812392597	17|0.00223601111899	41|0.00180749026229	15|0.00178841529649	32|0.00156800107073	23|0.00155841691313	27|0.00151873390171	8|0.00121074395523	49|0.00119333523948	26|0.00118166402957	24|0.00113404362611	28|0.00112797882292	38|0.00111302569465	6|0.00105555230864	4|0.00104108849837	37|0.000955327400955	21|0.000909315713984	25|0.000847283545141	35|0.000816072823628	29|0.000793978254667	11|0.000785234016891	30|0.000784370593342	36|0.000778804058491	14|0.000756009173954	22|0.000730440502695	3|0.000685594573067	9|0.000682490940134	20|0.000653618929912	18|0.000649519002796	12|0.000619431545211	16|0.000607088651077	44|0.000547135900514	46|0.000484728963781	34|0.000442234686491	42|0.000393485243716	19|0.000348804464363	43|0.000281363548602	33|0.000250969468847	10|0.000179203884019	47|8.9857099954e-05	13|6.84592968107e-05	40|4.14723107333e-05
TRAUZVU12903CC050D	The Shangri-Las	Remember (Walkin' In the Sand)	Rock|Pop	19|0.39597106631	1|0.143761728349	5|0.129968439393	7|0.100392671068	0|0.0748249135195	49|0.0295015935077	39|0.0291361670726	30|0.0290752942753	32|0.0157633016451	43|0.0144221280418	48|0.00266655388521	17|0.00233078783876	41|0.00188410347616	15|0.00186421998903	31|0.00163333646251	23|0.00162447277565	27|0.00158310773965	8|0.00126206317256	26|0.00123175065017	24|0.00118211178375	28|0.00117578991469	38|0.00116020297541	6|0.00110029349284	4|0.00108521661206	37|0.000995820400566	21|0.000947858438515	25|0.000883196942191	2|0.000878681972278	35|0.00085066330695	29|0.000827632226201	11|0.000818517350655	36|0.000811814848724	14|0.000788053768462	22|0.000761401330325	3|0.000714654538009	9|0.000711419352891	20|0.000681323558762	18|0.000677049850023	12|0.000645687089953	16|0.000632821023547	44|0.000570327084797	46|0.000505274935478	34|0.000460979473849	42|0.000410163712065	33|0.000261607190107	10|0.000186799712212	45|0.000168680888105	47|9.36658293067e-05	13|7.13610478505e-05	40|4.32301774717e-05
TRANYAM12903CD9CFC	Dax Riggs	Night is the Notion	Rock	34|0.239102435477	5|0.137617452494	31|0.135414997501	48|0.110879799348	7|0.0822060036129	26|0.0817206604399	16|0.0541275659781	27|0.0294369936499	39|0.0281168628455	44|0.0275395063938	0|0.00783275734492	1|0.00463391354971	17|0.00436682928269	41|0.003529947297	15|0.00349269474556	32|0.00306223566279	23|0.00304351823347	8|0.00236452856278	49|0.00233053012285	24|0.00221473626508	28|0.00220289197686	38|0.00217368918897	6|0.00206144624757	4|0.00203319907578	37|0.00186571150457	21|0.00177585274658	25|0.00165470670706	2|0.00164624772058	35|0.00159375356981	29|0.00155060386903	11|0.00153352676541	30|0.001531840538	36|0.00152096934546	14|0.00147645195982	22|0.00142651749329	3|0.00133893540703	9|0.00133287415131	20|0.00127648841216	18|0.00126848143866	12|0.0012097219854	46|0.000946653894173	42|0.00076845900719	19|0.000681199451996	43|0.000549490372692	33|0.00049013210011	10|0.000349977136365	45|0.000316030755506	47|0.000175486880188	13|0.000133697931753	40|8.09935600915e-05
TRAEWLF128F42B1F89	Information Society	More to This	Pop|Electronic	48|0.324703545772	0|0.155971193727	36|0.108117953708	31|0.0879830493903	28|0.0659128251791	43|0.064577540222	1|0.0464981908246	17|0.0249045697488	27|0.0237732772865	24|0.0231665422633	2|0.0227074316638	5|0.00425005244619	41|0.00285078078613	15|0.00282069567467	32|0.00247305748658	23|0.00245794131532	7|0.00225568768521	8|0.00190959015189	49|0.00188213305659	26|0.00186372517818	38|0.00175546852504	6|0.00166482127345	4|0.00164200889473	37|0.0015067461529	21|0.00143417633834	25|0.00133633895644	39|0.00132921721466	35|0.00128711328311	29|0.00125226564161	11|0.00123847419523	30|0.00123711240019	14|0.00119238065743	22|0.00115205364805	3|0.00108132247058	9|0.00107642740845	20|0.00103089035981	18|0.00102442393856	12|0.000976969881527	16|0.000957502620112	44|0.000862944904948	46|0.000764516437658	34|0.00069749429555	42|0.000620606481713	19|0.000550135779909	33|0.000395830038269	10|0.000282641074212	45|0.000255226021756	47|0.000141722973225	13|0.000107974273528	40|6.54102924158e-05
TRBBMPH128F1469775	Mike And The Mechanics	Seeing Is Believing	Rock	44|0.298892279343	0|0.122896165041	5|0.109800790215	1|0.0737080548439	27|0.0729559599228	16|0.0602167143858	35|0.0484643352589	29|0.0484448779901	31|0.0371891402577	36|0.0364950969746	11|0.0245643413514	8|0.0130026425698	28|0.0129297566297	43|0.012184196894	48|0.0022527755593	17|0.00196911148363	41|0.00159174066792	15|0.00157494256979	32|0.00138083790751	23|0.00137239775503	7|0.00125946892871	49|0.00105089375626	26|0.00104061567076	24|0.000998679437747	38|0.000980170294452	6|0.00092955717208	4|0.000916819822677	37|0.000841295528394	21|0.000800775988743	25|0.000746148238913	2|0.000742333872391	39|0.00074217179636	30|0.000690744840064	14|0.000665768758266	22|0.000643252070506	3|0.000603759138527	9|0.000601025968197	20|0.000575600241821	18|0.000571989699147	12|0.000545493606287	46|0.000426869688134	34|0.000389447705439	42|0.000346517199963	19|0.000307169705233	33|0.000221012703805	10|0.000157813359216	45|0.000142506095284	47|7.91313808336e-05	13|6.02877089323e-05	40|3.65220023389e-05
TRABHVL128F92EFB0E	Bullet For My Valentine	Suffocating Under Words Of Sorrow (What Can I Do)	Metal	31|0.228887909305	12|0.187833924967	28|0.174962615906	35|0.161281825535	1|0.136071594056	24|0.0278649890141	44|0.0272859300381	8|0.0145676081173	0|0.00395708509096	5|0.00265863920247	48|0.00252391399272	17|0.00220610881818	41|0.00178331859468	15|0.00176449871946	32|0.00154703210538	23|0.00153757611724	27|0.00149842378894	7|0.00141105545976	49|0.00117737670108	26|0.00116586157091	38|0.00109814114025	6|0.00104143634902	4|0.00102716596409	37|0.000942551754594	21|0.000897155384466	25|0.00083595277526	2|0.000831679321121	39|0.000831497738024	29|0.000783360339395	11|0.000774733038796	30|0.000773881161858	36|0.000768389068587	14|0.000745899021306	22|0.000720672281307	3|0.000676426078785	9|0.000673363950908	20|0.000644878047681	18|0.000640832949118	16|0.000598970020848	46|0.000478246656442	34|0.000436320657481	42|0.00038822314371	19|0.0003441398829	43|0.000277600858249	33|0.000247613240209	10|0.000176807380531	45|0.000159657772586	47|8.86554359686e-05	13|6.75437868344e-05	40|4.09176992199e-05
TRAIZWI128F4247EFD	Ashton Shepherd	Old Memory	Country	43|0.381132144568	26|0.122663899442	38|0.122576253386	5|0.0899801874465	17|0.0547787924999	8|0.0534696024892	34|0.0524882732383	6|0.0359635768198	0|0.0224292498557	37|0.0185277395931	48|0.00326653423457	1|0.0030298512453	41|0.00230803080354	15|0.00228367348911	32|0.00200222089531	31|0.00200084067341	23|0.00198998263797	27|0.00193931038007	7|0.00182623535488	49|0.0015238004592	24|0.00144808947314	28|0.00144034516996	4|0.00132939267977	21|0.00116112862227	25|0.00108191815044	2|0.0010763873026	39|0.00107615229166	35|0.00104206437742	29|0.00101385125405	11|0.00100268551194	30|0.0010015829842	36|0.000994474932684	14|0.000965367558346	22|0.000932718264405	3|0.000875453343451	9|0.000871490234735	20|0.000834622822311	18|0.000829387519929	12|0.000790968071506	16|0.000775207112535	44|0.000698651903389	46|0.000618962880805	42|0.000502451427917	19|0.000445397391597	33|0.000320469369562	10|0.000228830048525	45|0.000206634450093	47|0.000114740842005	13|8.74174368317e-05	40|5.29570602196e-05
TRAHVUK128F1456988	The Roots	The Ultimate	Rap	6|0.163563558185	18|0.1633950551	27|0.152505742817	24|0.0735958528267	29|0.0734547263145	5|0.0573684597831	49|0.0454953715159	0|0.0410395639183	15|0.0401173112154	26|0.0398655105404	4|0.03980717195	11|0.0397009928043	48|0.0123116516774	32|0.0119007524888	36|0.0115732371605	42|0.0114133305514	25|0.00597663857862	40|0.00564222837828	1|0.000984695312191	17|0.000927940557732	41|0.00075010517964	31|0.000650269030404	23|0.000646740191615	7|0.00059352266739	8|0.000502456544848	28|0.000468109165095	38|0.000461903643988	37|0.000396459138209	21|0.000377364371592	2|0.000349823620093	39|0.00034974724203	35|0.000338668741258	30|0.000325512373205	14|0.000313742435613	22|0.000303131483428	3|0.000284520503994	9|0.000283232501957	20|0.000271250670096	12|0.000257062967468	16|0.000251940688796	44|0.00022706040608	46|0.000201161640557	34|0.000183526592576	19|0.000144753219898	43|0.00011676536221	33|0.000104151874254	10|7.436928675e-05	45|6.71557637225e-05	47|3.72905334591e-05	13|2.84104839752e-05
TRABGMB12903CF50FE	Die Fantastischen Vier	Böse	Rap	13|0.951658727545	44|0.0251302143877	0|0.00184043383787	5|0.00123652876763	48|0.00117386829176	1|0.0010888134182	17|0.00102605762213	41|0.00082941857704	15|0.000820665483691	32|0.000719522115287	31|0.000719026115977	23|0.00071512415059	27|0.000696914466396	7|0.000656279598634	8|0.000555584475036	49|0.000547595988156	26|0.000542240319845	24|0.000520388336409	28|0.000517605328093	38|0.000510743657723	6|0.000484370351579	4|0.000477733218766	37|0.000438379287589	21|0.0004172655097	25|0.000388800275731	2|0.000386812699163	39|0.00038672824516	35|0.000374478343953	29|0.000364339619375	11|0.000360327075902	30|0.000359930869324	36|0.000357376505679	14|0.000346916421278	22|0.000335183505547	3|0.00031460466874	9|0.000313180478046	20|0.0002999317308	18|0.00029805036204	12|0.000284243872026	16|0.00027857998221	46|0.000222431741834	34|0.000202932027928	42|0.000180561952525	19|0.000160058899643	43|0.000129111707532	33|0.00011516451517	10|8.22328250302e-05	45|7.42565702766e-05	47|4.12334990321e-05	40|1.90307553366e-05
TRBFXVN128E078CF62	Cactus	Bro. Bill  (LP Version)	Rock	49|0.336529624804	27|0.238533075217	32|0.0810537136073	31|0.081052143112	36|0.040519306536	14|0.0404861865041	20|0.040337417681	5|0.0236091206552	23|0.0219581839252	26|0.021410777445	3|0.0206900088803	0|0.00582741257498	48|0.00371684909504	1|0.00344753768077	17|0.00324883240398	41|0.00262620918302	15|0.00259849404042	7|0.00207799482224	8|0.0017591612856	24|0.00164771885468	28|0.00163890694451	38|0.00161718066271	6|0.00153367419119	4|0.00151265886838	37|0.00138805151293	21|0.00132119841979	25|0.00123106822387	2|0.00122477490952	39|0.00122450750066	35|0.00118572032621	29|0.00115361782413	11|0.00114091280545	30|0.00113965828646	22|0.00106130007771	9|0.000991631330857	18|0.000943724458867	12|0.000900008617596	16|0.000882074898895	44|0.000794966012412	46|0.00070429129413	34|0.000642548852927	42|0.000571717912946	19|0.000506798573967	43|0.000408809690719	33|0.000364648340017	10|0.000260375890073	45|0.000235120471326	47|0.00013055867906	13|9.94685491248e-05	40|6.02575657314e-05
TRAAQBF12903CF796B	Hem	Have Yourself A Merry Little Christmas	Rock	7|0.685731479591	5|0.0790365594087	1|0.0634726732507	22|0.0616305991216	18|0.0463370056062	27|0.0169062764588	0|0.00449851512295	48|0.00286924971394	17|0.00250796069666	41|0.00202732200163	15|0.00200592708811	32|0.0017587055021	31|0.00175749314643	23|0.00174795569393	8|0.00135799783268	49|0.00133847182294	26|0.00132538112965	24|0.00127196900696	28|0.00126516658639	38|0.00124839481916	6|0.00118393136816	4|0.00116770843109	37|0.00107151684251	21|0.00101990909265	25|0.000950332407603	2|0.000945474236087	39|0.000945267807798	35|0.000915325755712	29|0.000890543986922	11|0.000880736251853	30|0.000879767816451	36|0.000873524264931	14|0.000847957006334	3|0.00076897839572	9|0.000765497290753	20|0.000733113790396	12|0.000694768445678	16|0.000680924376162	44|0.000613680013737	46|0.000543682980541	34|0.000496020437018	42|0.000441341958263	19|0.000391226984523	43|0.000315583726473	33|0.000281493038466	10|0.000200999133676	45|0.000181503022545	47|0.000100785757766	13|7.6785497292e-05	40|4.65162826944e-05
TRAFWEV128F428D391	Cake	Alpha Beta Parking Lot	Rock	28|0.439764839069	5|0.403608988435	0|0.0287788877881	48|0.0274355400117	24|0.0261185639843	34|0.0254787856031	32|0.013984978167	1|0.00219431546188	17|0.00206784198963	41|0.00167154994377	15|0.00165390959534	31|0.00144907299764	23|0.00144120926007	27|0.00140451078546	7|0.00132261822506	8|0.00111968458835	49|0.00110358517225	26|0.00109279174742	38|0.00102931566278	6|0.00097616481757	4|0.000962788822279	37|0.000883477768408	21|0.000840926594344	25|0.000783559829773	2|0.000779554212353	39|0.000779384009892	35|0.000754696448942	29|0.000734263599993	11|0.000726177011386	30|0.000725378525433	36|0.000720230646514	14|0.000699150152328	22|0.000675504486347	3|0.000634031393677	9|0.000631161183219	20|0.000604460620527	18|0.000600669046607	12|0.000572844449659	16|0.0005614298576	44|0.000505986119438	46|0.000448272773057	42|0.00036389144148	19|0.000322571078227	43|0.000260202355529	33|0.000232094197291	10|0.000165726061437	45|0.000149651297073	47|8.30989983786e-05	13|6.33105118859e-05	40|3.83532017409e-05
TRAVYXL128EF34722F	Novembre	Reason	Metal	5|0.293684504445	48|0.235379239974	0|0.0915404731089	41|0.0746373746616	1|0.0607040530316	31|0.0598396189754	21|0.0591342076666	6|0.0447513789198	3|0.0298148292982	32|0.0162216888893	17|0.00239856573442	15|0.0019184303748	23|0.00167171145797	27|0.00162914355184	7|0.0015341533687	8|0.00129876320359	49|0.00128008890063	26|0.00126756921146	24|0.00121648687693	28|0.00120998117175	38|0.00119394097374	4|0.00111677405246	37|0.00102477825339	25|0.000908879773204	2|0.000904233510707	39|0.000904036086631	35|0.000875400079597	29|0.000851699268999	11|0.000842319338405	30|0.000841393145274	36|0.000835421931786	14|0.000810969893732	22|0.000783542418871	9|0.00073210699587	20|0.000701136034315	18|0.000696738048719	12|0.000664463278622	16|0.000651223074814	44|0.000586911850257	46|0.00051996802392	34|0.000474384477152	42|0.000422091023859	19|0.000374162019646	43|0.000301818251644	33|0.000269214568411	10|0.000192231734463	45|0.000173586025949	47|9.63895747715e-05	13|7.34361838087e-05	40|4.44872847936e-05
TRAZRAR128F1477778	The Four Pennies	Juliet	Pop	17|0.439537405648	48|0.168276183017	12|0.137196314923	1|0.113522872849	8|0.0296195617844	26|0.029561225785	0|0.0080457358129	5|0.00540567315416	41|0.00362592917596	15|0.00358766370008	32|0.00314550011633	31|0.00314333178008	23|0.00312627374626	27|0.00304666734844	7|0.00286902585757	49|0.00239389896134	24|0.0022749565829	28|0.00226279023972	38|0.00223279340642	6|0.00211749849639	4|0.0020884832631	37|0.00191644158089	21|0.00182413949678	25|0.00169969940681	2|0.00169101041423	39|0.00169064121074	35|0.00163708890866	29|0.00159276593558	11|0.00157522449288	30|0.0015734924157	36|0.00156232562739	14|0.00151659778109	22|0.00146530555947	3|0.00137534205148	9|0.00136911598573	20|0.00131119707662	18|0.00130297238758	16|0.00121785466747	44|0.00109758600988	46|0.000972394114023	34|0.000887148155552	42|0.000789353976209	19|0.000699721769143	43|0.000564431422515	33|0.000503459154581	10|0.000359493273665	45|0.000324623865592	47|0.00018025849831	13|0.000137333277446	40|8.31958349208e-05
TRAGBHV128F4295074	Goldfinger	I'm Down	Rock|Punk	23|0.238590733004	44|0.178039778895	0|0.123990621164	7|0.100547335313	38|0.100086521153	35|0.0996550608168	4|0.0605942631627	15|0.0222923621385	25|0.020924936322	5|0.00391525255705	48|0.00371684909504	1|0.00344753768077	17|0.00324883240398	41|0.00262620918302	32|0.00227824121482	31|0.00227667071956	27|0.00220665803985	8|0.0017591612856	49|0.00173386713596	26|0.00171690934686	24|0.00164771885468	28|0.00163890694451	6|0.00153367419119	37|0.00138805151293	21|0.00132119841979	2|0.00122477490952	39|0.00122450750066	29|0.00115361782413	11|0.00114091280545	30|0.00113965828646	36|0.00113157033974	14|0.00109845030787	22|0.00106130007771	3|0.000996140782155	9|0.000991631330857	20|0.000949681484731	18|0.000943724458867	12|0.000900008617596	16|0.000882074898895	46|0.00070429129413	34|0.000642548852927	42|0.000571717912946	19|0.000506798573967	43|0.000408809690719	33|0.000364648340017	10|0.000260375890073	45|0.000235120471326	47|0.00013055867906	13|9.94685491248e-05	40|6.02575657314e-05
TRAUJPQ128F930D4C5	Showbread	Nothing Matters Anymore	Rock|Punk	15|0.228639995598	17|0.150889706197	31|0.132605653038	0|0.127690694358	43|0.0840687815782	22|0.0722753947364	8|0.0664918440444	5|0.0551562456203	24|0.0304817792079	28|0.0244830738349	23|0.0126814417206	48|0.00113163704772	1|0.00104964211977	41|0.000799579302408	32|0.00069363649059	27|0.000671842177526	7|0.000632669195249	49|0.000527895601005	26|0.00052273260894	38|0.000492369074984	6|0.00046694457846	4|0.000460546224032	37|0.000422608095193	21|0.000402253909426	25|0.000374812744555	2|0.00037289667331	39|0.000372815257635	35|0.000361006060527	29|0.000351232088072	11|0.000347363900404	30|0.000346981947808	36|0.000344519480294	14|0.000334435709301	3|0.000303286408731	9|0.000301913454914	20|0.000289141346387	18|0.000287327662003	12|0.000274017876136	16|0.000268557751184	44|0.000242036458388	46|0.000214429507479	34|0.000195631317912	42|0.000174066031359	19|0.000154300599074	33|0.000111021341034	10|7.92744058222e-05	45|7.15851058857e-05	47|3.97500771078e-05	13|3.02843328837e-05	40|1.8346102315e-05
TRAAMPA128F92E7D0D	Descendents	Orgofart	Punk	31|0.4379844221	41|0.286740183933	1|0.079107158195	36|0.0768789547437	39|0.0390732373325	35|0.0200883536501	0|0.00560658200212	5|0.00376688354182	48|0.00357599860534	17|0.0031257174689	15|0.00250002376393	32|0.00219190696165	23|0.00217850927834	27|0.00212303644059	7|0.00199924893269	8|0.00169249763523	49|0.00166816201074	26|0.00165184683932	24|0.00158527833002	28|0.00157680034836	38|0.00155589738689	6|0.00147555540418	4|0.00145533645982	37|0.00133545111664	21|0.00127113143034	25|0.00118441673016	2|0.00117836190179	29|0.00110990132359	11|0.00109767776328	30|0.00109647078446	14|0.00105682438768	22|0.00102108197042	3|0.000958391895021	9|0.000954053329979	20|0.000913693178838	18|0.00090796189526	12|0.000865902671596	16|0.000848648553545	44|0.000764840669875	46|0.000677602082075	34|0.000618199378875	42|0.000550052586765	19|0.000487593374751	43|0.000393317793238	33|0.000350829942781	10|0.000250508911165	45|0.000226210549863	47|0.000125611140591	13|9.56991752556e-05	40|5.79740972815e-05
